date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-04-16,7.2,-0.03284501592200187,-0.8049923036136826,0.0,0.0,-0.4950606338371701,-0.47117129726500684,-0.8171234853231757,0.0,0.0,0.09544194343680514,0.5571249092994875,0.0,1.9944354744626827,1.1423752232862614
2014-04-17,7.4,-0.1840479632259002,-0.13052310165336908,0.0,0.0,-0.09129135919151893,-0.6185109556827812,-0.1294233445769073,0.0,0.0,2.281099692435918,-0.5982228044159891,0.0,0.0,0.09461156575674501
2014-04-18,7.666666666666667,-0.6360793849646715,0.5518103053944847,0.0,0.0,-0.18636255342059138,0.7242623289793346,2.7164623297834996,0.0,0.0,0.4232651222433238,0.35397587869947056,0.0,0.0,-0.19834709406195242
2014-04-19,7.4,1.7114265024920614,-0.4835533581435018,0.0,0.0,0.3637652038469798,3.580225527958787,1.127627830425888,0.0,0.0,0.5430275003579204,0.7699192024318903,0.0,0.0,-0.3589604136822342
2014-04-20,7.2,-0.7434417270476424,0.4288501746671434,0.0,0.0,-0.6510521844286872,0.7060186948286961,0.9792922040721692,0.0,0.0,-0.36549781224859423,-0.5421101442448718,0.0,0.0,-0.9374390655863606
2014-04-21,6.2,-0.539864186343954,0.4052194443157879,0.0,0.0,-0.5301641112532083,0.557640732780589,-0.3230702890661038,0.0,0.0,-0.5990907942344336,1.1352055854944616,-1.108483033386068,0.0,-0.70532241328042
2014-04-22,5.2,-0.06423820742314439,0.42867043288435086,0.0,0.0,0.31903258944805873,-0.1485098903511889,0.8296174366472018,0.0,0.0,0.14442377990155494,-0.26241849794847005,1.1770474697990405,0.0,-0.4933789159671887
2014-04-23,7.0,-0.8333797879447051,0.38048373329225244,0.0,0.0,-0.17863172207418804,-0.7484819574934786,0.8841479681251884,0.0,0.0,-0.152155341685295,0.8625493145891028,0.0,0.0,0.0
2014-04-24,8.4,0.39002103932312426,-0.8803909510307784,0.0,0.0,0.06175373364927528,0.09369888289955945,-0.0792403992986758,0.0,0.0,0.313141277862875,-0.5310126537773229,-0.46630339810417654,0.0,-0.41879736579446103
2014-04-25,7.6,0.30449661569801945,-1.250804884878475,0.0,0.0,-0.14149077777583507,-0.8207497640473471,0.8968888561666294,0.0,0.0,-0.6145460152419748,-1.337225005521419,0.4247006115253258,0.0,0.0
2014-04-26,6.2,2.617261406131565,-1.2007997334807097,0.0,0.0,-0.18155776631895565,-0.7697819256022548,-0.2963344484664971,0.0,0.0,-0.5071411005268307,-1.1992653786568435,0.0,-0.36288906507922386,-0.421231393711484
2014-04-27,6.75,-0.30793938996163356,1.1710141054187067,0.0,0.0,0.12463772397752688,0.5085132284186397,1.2262787020501096,0.0,0.0,-0.35050773441130767,0.7453859222125073,0.0,0.0,-1.0385783748548922
2014-04-28,6.2,-0.29172342866498047,0.16867322392022602,0.0,0.0,0.1880872531896363,0.7402083664873199,1.332236334526216,0.0,0.0,-0.43285246141766814,-0.7625021644754935,0.0,0.0,0.3867576007443803
2014-04-29,6.4,-0.2528580844006518,-0.4090646202643422,0.0,0.0,0.25819129469849056,-0.49700757730895495,-0.4850078489925018,0.0,0.0,0.7462176560711802,-0.477174831004244,-0.2935072254458371,0.0,-0.16940032623682078
2014-04-30,7.0,-0.8513800327920847,0.21877083250957755,0.0,0.0,-0.2747839346451472,-0.5769446296627508,1.198001918510598,0.0,0.0,-0.5465871594806111,-0.1531065564782308,0.7792337200753341,0.0,0.0
2014-05-01,0.0,0.8487459904304545,-0.790760750775268,0.0,0.0,-0.09435820884526015,-0.6404672267946038,-0.6126356684928098,0.0,0.0,-0.9390666090355352,-0.8909061027864957,-0.19431810977092598,0.0,-0.04786846466845614
2014-05-02,0.0,2.6033114853757326,-1.472239919126754,0.0,0.0,0.09747998447977294,0.0,0.0,0.0,0.0,0.8003188075746841,0.0,0.0,0.0,2.367898188180912
2014-05-03,8.333333333333334,2.1957973934127932,-1.3996996587582322,0.0,0.0,6.2681454892288535,-1.388626399001238,-1.7716424558795287,0.0,0.0,-0.7911181989030633,-1.6886063838416694,0.0,0.0,0.0
2014-05-04,7.0,2.556674639160569,-1.2721319540316909,0.0,0.0,0.0898138628889776,-0.4443610826796838,-0.8935035936835114,0.0,0.0,-1.0355629230980452,-0.6715824653942475,-0.04591970513109593,0.0,-0.13836996344621047
2014-05-05,0.0,-0.6347167586303675,2.390993372783324,0.0,0.0,0.9308229596286101,-0.5467170855708482,-0.27590660419620416,0.0,0.0,-0.7081476864975452,0.3332964011489152,2.204627386017482,0.0,0.0
2014-05-06,5.0,-0.11361494422035125,0.18794279600416997,0.0,0.0,-0.48844053348064453,1.7950695053092216,-0.9559254806637413,0.0,0.0,0.0,-0.5139034783520136,0.8924950602872045,0.0,-0.7716345370297589
2014-05-07,6.6,-0.8933588930439064,-0.10132969261217614,0.0,0.0,-0.5690568073200639,-1.6214000599464056,0.07348822336394974,0.0,0.0,-0.6239184103580905,0.6933972436702803,-1.1480729338398885,0.0,-0.9031447020987551
2014-05-08,4.8,-0.011294489025335164,-0.4370020930537102,0.0,0.0,-0.10760985129239799,0.44946060843200786,-0.08344629478312723,0.0,0.0,0.5880073244506099,1.275704387653813,1.5216399366774667,0.0,-0.24794313752940902
2014-05-09,7.6,-0.7511067487626188,0.3388547820025349,0.0,0.0,-0.24282972929682783,0.4094356866830451,-0.32018968929738767,0.0,0.0,-0.4070154366616542,1.2503932913417655,-1.2444114416030994,0.0,-0.7225180333907306
2014-05-10,6.0,0.13851668765615197,0.25321424604493803,0.0,0.0,-0.16771306763874794,-1.2147548574514113,-0.46268397051403976,0.0,0.0,-0.14424311250054614,-1.310750043492823,0.5783889750861267,0.0,2.7293452790629926
2014-05-11,6.0,-0.8066899057662943,-0.3351070143267118,0.0,0.0,-0.7048009627594695,-0.5507188689238876,-1.2125972306568698,0.0,0.0,-0.5754452171980742,0.14210543209567195,-1.0618631506086718,0.0,0.0
2014-05-12,5.0,-0.7446266645193338,3.5328827706418724,0.0,0.0,0.13089281723114266,0.7441681459309232,-0.6181839304869123,0.0,0.0,4.914486172027108,-0.1626064975742643,0.0,0.0,0.0
2014-05-13,6.833333333333333,0.41009439847285806,0.7683380041586243,0.0,0.0,0.31873740249179305,2.4546408738497396,0.253193244549965,0.0,0.0,-0.21975934595594848,-0.7207196603197048,-1.1062399140262429,0.0,-0.09732403687303975
2014-05-14,6.0,-0.8660469808833193,0.6997939481653983,0.0,0.0,-0.5357678761983802,-0.8918415106868351,0.9376208097789205,0.0,0.0,-0.041326589613840975,2.7150756322749006,0.0,0.0,0.0
2014-05-15,7.0,0.45946811280523275,-0.6370484064961718,0.0,0.0,-0.19908556032084654,-0.1708574189814764,-0.9359694856129087,0.0,0.0,-0.22079033339517348,-0.45308238198356865,-0.1949645803676408,-0.5671823697515116,-0.16544775552977478
2014-05-16,6.0,-0.44983647748721456,-1.1138346201259453,0.0,0.0,0.16035303239904877,-0.34430758054652677,-0.8626790983920575,0.0,0.0,-0.5471625943304109,-0.8307660471334536,0.0,0.0,-0.09955220173240392
2014-05-17,6.0,-0.7657723092467271,0.977453335587858,0.0,0.0,-0.2601606469058567,-0.8269069543123401,-0.8227276210533714,0.0,0.0,-0.6982214353384977,-0.3740509078292444,0.0,0.0,0.0
2014-05-18,6.2,-0.7438578904350861,1.3261213907570422,0.0,0.0,0.2610418363809191,1.2943074526987441,-0.5394924780472977,0.0,0.0,-0.3141402519039562,0.35595803570605017,0.0,0.0,-0.8023928997622864
2014-05-19,6.25,-0.8338328287352358,-0.1405368123534605,0.0,0.0,-0.630320526196564,-0.6587601977046961,0.3397411030217115,0.0,0.0,0.046643013049313085,0.5039978642933837,0.0,0.0,0.0
2014-05-20,6.0,-0.7382147147770725,1.2053149352096932,0.0,0.0,-0.4024999238532165,1.680725827651491,0.8282912176472829,0.0,0.0,-0.4818938964918615,1.1989306600807634,0.0,-0.566876541451104,0.0
2014-05-21,5.75,-0.8094058316316979,0.7018534878710649,0.0,0.0,-0.3002574759988571,0.6977748073158829,-0.3817917633571673,0.0,0.0,-0.4876961978940103,0.4308137304374544,0.0,0.0,0.0
2014-05-22,5.833333333333333,-0.8556469995793156,-0.6823120513791239,0.0,0.0,-0.3495257872932291,-0.2032539852208301,0.0014211610756017354,0.0,0.0,0.34104986807816823,-1.175582701052375,0.0,0.0,-0.6644404319477375
2014-05-23,6.4,-0.7003240342506045,0.13930087748274766,0.0,0.0,-0.17741283144092737,-0.505853213646682,3.368388142726763,0.0,0.0,0.06044317382219214,2.122675753039031,0.0,0.0,0.0
2014-05-24,6.25,-0.8332540761449531,-0.19637376063727577,0.0,0.0,-0.17500087082487642,-0.3331128464590034,-0.18852000838239777,0.0,0.0,-0.2357036865858195,0.10173950064202943,0.0,0.0,0.0
2014-05-25,5.4,0.9683418127992911,-0.9844117751924962,0.0,0.0,0.13388788799230172,-0.5954355482641481,-0.5098838678165354,0.0,0.0,-0.5926651050783349,-1.329909860127357,0.0,0.0,0.8281878319937395
2014-05-26,6.2,-0.032912817569731835,1.2836717507693978,0.0,0.0,-0.42750052241028336,-0.6142708505967152,-0.42664518723867284,0.0,1.0000000000000002,0.30717114129620154,0.18145317474048409,0.0,0.0,0.0
2014-05-27,8.2,-0.8599683425561425,-0.6524697940015634,0.0,0.0,-0.36491003811286293,0.3124357846212173,-0.5579911545931925,0.0,0.0,0.44962723129978016,-1.220911910157273,0.0,0.0,2.107267484123978
2014-05-28,7.0,-0.1040339993416595,-0.6519522323865794,0.0,0.0,-0.29781794733741346,-0.5063649932903902,-0.9288918702517557,0.0,-0.9999999999999999,1.8962912653523871,-0.08995555232836873,0.0,0.0,-0.5303630334538221
2014-05-29,6.8,0.9264555133353028,-0.5968056041965258,0.0,0.0,-0.5335556786214166,0.12774805301865544,-0.4368613646409855,0.0,0.0,-0.715880092291731,2.2077935008271408,-1.2046827914981553,0.0,-1.210728329424031
2014-05-30,7.0,1.1557013182051754,-0.9350828573626432,0.0,0.0,0.05237681756205947,-0.16716583037236452,-1.0643288487073563,0.0,0.0,-0.6025194268811578,-0.6411233917829008,0.4906331243138229,-0.49748749818084265,1.4867397169132162
